id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
231,45,Private,148900,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
232,43,Local-gov,153132,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
233,36,Private,269318,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
234,38,Private,111128,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
235,43,Self-emp-not-inc,193494,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
236,41,Private,92733,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
237,31,Private,340880,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
238,39,Local-gov,180686,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
239,34,Private,197886,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
240,46,Private,369538,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
241,60,Private,240521,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
242,69,Self-emp-inc,107850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,6514,0,40,United-States,>50K
243,33,Self-emp-not-inc,312055,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
244,36,Private,115834,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,United-States,>50K
245,52,Private,165681,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
246,30,Private,117963,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
247,32,Private,133861,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,48,United-States,>50K
248,54,Self-emp-not-inc,242606,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United-States,>50K
249,69,Private,36956,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,50,United-States,>50K
250,50,Local-gov,30008,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
251,35,Self-emp-inc,89622,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
252,52,Private,416059,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
253,36,Private,175232,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
254,47,Self-emp-not-inc,122307,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K
255,58,Private,98725,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
256,63,?,247986,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,>50K
257,35,Private,61343,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
258,44,Private,230684,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
259,67,Private,89346,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
260,46,Local-gov,148995,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,4787,0,45,United-States,>50K
261,31,Local-gov,153005,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
262,53,Private,137428,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
263,33,Private,229732,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
264,30,Self-emp-inc,127651,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,48,United-States,>50K
265,34,State-gov,177331,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4386,0,40,United-States,>50K
266,36,Self-emp-not-inc,34180,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,>50K
267,51,Private,182314,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
268,42,State-gov,39586,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
269,43,Private,34007,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
270,63,Self-emp-inc,272425,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
271,67,?,150264,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,20,Canada,>50K
272,45,Private,148995,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,30,United-States,>50K
273,35,Private,187053,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,60,United-States,>50K
274,36,Self-emp-not-inc,89622,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,>50K
275,52,Federal-gov,154521,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,>50K
276,41,Private,206139,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
277,33,Private,159247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
278,51,Federal-gov,72436,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States,>50K
279,46,Private,207940,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
280,39,Private,198654,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2415,67,India,>50K
281,56,Private,142182,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
282,44,Self-emp-inc,104892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,>50K
283,37,Private,171150,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
284,59,Private,231377,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States,>50K
285,24,Private,279472,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,>50K
286,29,Private,175738,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
287,57,Private,41762,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,>50K
288,31,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K
289,47,Private,294913,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
290,53,Local-gov,131258,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
291,34,Private,30497,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
292,34,Self-emp-not-inc,234960,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1887,48,United-States,>50K
293,50,Private,108435,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
294,39,Local-gov,193815,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
295,49,Private,287647,Masters,14,Divorced,Sales,Not-in-family,White,Male,4787,0,45,United-States,>50K
296,27,Self-emp-not-inc,259873,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,60,United-States,>50K
297,38,Private,172571,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-States,>50K
298,53,Federal-gov,177647,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,France,>50K
299,52,Private,326156,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
300,45,Local-gov,37306,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
301,47,Private,120131,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
302,35,Private,241998,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
303,39,Private,316211,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
304,43,Private,124692,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
305,46,Self-emp-not-inc,168195,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K
306,56,Self-emp-not-inc,94156,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
307,75,?,111177,Bachelors,13,Widowed,?,Not-in-family,White,Female,25124,0,16,United-States,>50K
308,56,Local-gov,370045,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
309,44,Private,174283,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
310,39,Private,165215,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,18,United-States,>50K
311,52,Private,152234,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,99999,0,40,Japan,>50K
312,42,Local-gov,97688,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
313,46,Local-gov,216214,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
314,62,Private,664366,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
315,47,Private,431515,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
316,33,State-gov,291494,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
317,32,Private,207201,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
318,30,Local-gov,182926,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,40,United-States,>50K
319,49,Private,81654,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
320,41,Private,149909,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,>50K
321,23,Self-emp-not-inc,282604,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,60,United-States,>50K
322,38,Private,132879,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
323,32,Private,164243,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,>50K
324,25,Private,213412,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
325,38,Private,175360,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,2559,90,United-States,>50K
326,37,Private,213841,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
327,45,Local-gov,56841,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
328,38,Private,168496,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
329,50,Self-emp-not-inc,172281,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
330,40,Local-gov,63042,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
331,37,Private,308691,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
332,59,Private,159008,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,20,United-States,>50K
333,60,Private,85413,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,>50K
334,37,Private,329980,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,>50K
335,40,Private,107306,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
336,60,Private,131681,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
337,63,Private,117473,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,40,United-States,>50K
338,59,Private,170104,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
339,30,Private,340917,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
340,39,Self-emp-inc,372525,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
341,33,Private,26973,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
342,53,Private,31588,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,>50K
343,40,Private,442045,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
344,29,Private,216481,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
345,45,Private,209912,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
346,37,Private,186934,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,44,United-States,>50K
347,28,Private,119287,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,28,United-States,>50K
348,36,Private,52327,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,Iran,>50K
349,59,Private,233312,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
350,68,?,255276,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,48,United-States,>50K
351,41,Private,203761,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
352,42,Self-emp-not-inc,32185,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
353,62,Private,178249,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
354,41,Local-gov,193524,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
355,32,Private,206541,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
356,60,Self-emp-not-inc,205246,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,2559,50,United-States,>50K
357,40,Local-gov,218995,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
358,66,Self-emp-not-inc,427422,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,0,2377,25,United-States,>50K
359,38,State-gov,134069,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K
360,39,Self-emp-inc,116358,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7688,0,40,?,>50K
361,44,Private,112517,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,>50K
362,59,Private,184493,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
363,31,Private,201122,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K
364,36,Private,203482,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
365,36,Private,91037,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
366,35,Private,359131,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,8,?,>50K
367,46,Local-gov,209057,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
368,39,Private,355468,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,46,United-States,>50K
369,21,Private,334618,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,99999,0,40,United-States,>50K
370,51,State-gov,172022,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
371,59,Private,139344,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
372,54,Private,170562,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
373,64,Self-emp-not-inc,134960,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,35,United-States,>50K
374,59,Private,174864,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,45,United-States,>50K
375,39,Private,167482,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,>50K
376,43,State-gov,28451,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K
377,45,Private,306889,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
378,22,Private,195532,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,>50K
379,32,Private,169589,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
380,46,Private,265266,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
381,79,Federal-gov,62176,Doctorate,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,>50K
382,50,Private,31014,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
383,35,Private,124483,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,?,>50K
384,39,State-gov,183092,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
385,65,State-gov,326691,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
386,50,Self-emp-inc,100029,Bachelors,13,Widowed,Sales,Unmarried,White,Male,0,0,65,United-States,>50K
387,62,Private,208711,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States,>50K
